Station,Date,Time,Campaign,Institution,River,Latitude,Longitude,Average Velocity (m/s),Flow (m3/s),Distance from Bank,Conductivity (uS/cm),Bulk Density (g/cm3),Real Density (g/cm3),Moisture (%),Organic Matter (%),pH,Sand (%),Silt (%),Clay (%),Textural Classification,0.032 mm - No. 450 (ASTM) (%),0.063 mm - No. 230 (ASTM) (%),0.125 mm - No. 120 (ASTM) (%),0.250 mm - No. 060 (ASTM) (%),0.500 mm - No. 035 (ASTM) (%),1.00 mm - No. 018 (ASTM) (%),2.00 mm - No. 010 (ASTM) (%),Residue (%),Sieve Size,Aluminum (g/100 g fraction) (% Al),Antimony (mg/kg Sb),Arsenic (mg/kg As),Sulfur (g/100 g fraction) (% S),Barium (mg/kg Ba),Beryllium (mg/kg Be),Bismuth (mg/kg Bi),Boron (mg/kg B),Cadmium (mg/kg Cd),Calcium (g/100 g fraction) (% Ca),Cerium (mg/kg Ce),Cesium (mg/kg Cs),Cobalt (mg/kg Co),Copper (mg/kg Cu),Chromium (mg/kg Cr),Dysprosium (mg/kg Dy),Erbium (mg/kg Er),Scandium (mg/kg Sc),Tin (mg/kg Sn),Strontium (mg/kg Sr),Europium (mg/kg Eu),Phosphorus (g/100 g fraction) (% P),Gadolinium (mg/kg Gd),Gallium (mg/kg Ga),Germanium (mg/kg Ge),Hafnium (mg/kg Hf),Iron (g/100 g fraction) (% Fe),Holmium (mg/kg Ho),Indium (mg/kg In),Ytterbium (mg/kg Yb),Yttrium (mg/kg Y),Lanthanum (mg/kg La),Lithium (mg/kg Li),Lutetium (mg/kg Lu),Magnesium (g/100 g fraction) (% Mg),Manganese (mg/kg Mn),Mercury (ug/kg fraction) (ug/kg Hg),Molybdenum (mg/kg Mo),Neodymium (mg/kg Nd),Niobium (mg/kg Nb),Nickel (mg/kg Ni),Gold (ug/kg fraction) (ug/kg Au),Silver (mg/kg Ag),Lead (mg/kg Pb),Potassium (g/100 g fraction) (% K),Praseodymium (mg/kg Pr),Rhenium (mg/kg Re),Rubidium (mg/kg Rb),Samarium (mg/kg Sm),Selenium (mg/kg Se),Sodium (g/100 g fraction) (% Na),Thallium (mg/kg Tl),Tantalum (mg/kg Ta),Tellurium (mg/kg Te),Terbium (mg/kg Tb),Titanium (g/100 g fraction) (% Ti),Thorium (mg/kg Th),Thulium (mg/kg Tm),Uranium (mg/kg U),Vanadium (mg/kg V),Tungsten (mg/kg W),Zinc (mg/kg Zn),Zirconium (mg/kg Zr),Lat_dd,Long_dd,data_source,Apparent Density (g/cm3),0.016 mm (%),4.75 mm - No. 004 (ASTM) (%)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,0.5,416,1.66,2.62,20.8,0.93,8.5,98.93,0.07,1,Arena,0.05,3.71,15.42,48.35,8.55,0.81,20.87,2.24,0.125 mm - N° 120 (ASTM),0.98,10.6,28,0.5,525,0.6,0.45,12,0.32,0.66,29.5,6.5,8.5,18.2,436,1.5,0.6,3,4.51,51.1,0.4,0.047,2.4,2.77,0.05,0.1,2.56,0.3,0.29,0.4,6.28,14,10.1,0.05,0.21,469,110,2.93,13,0.5,17.9,0.25,0.56,33.1,0.32,3.7,5e-4,16.4,2.4,0.05,0.091,0.28,0.025,0.54,0.3,0.12,5.2,0.1,0.7,12,0.8,157,3.6,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,0.5,416,1.66,2.62,20.8,0.93,8.5,98.93,0.07,1,Arena,0.05,3.71,15.42,48.35,8.55,0.81,20.87,2.24,0.250 mm - N° 060 (ASTM),0.75,4.5,17.3,0.5,128,0.5,0.25,8,0.17,0.46,16.7,5.65,5.4,12.5,304,0.8,0.3,1.8,2.04,37,0.3,0.023,1.3,2.38,0.05,0.1,1.49,0.1,0.12,0.2,3.49,7.9,8.4,0.05,0.16,338,50,2.17,7.13,0.2,11.7,0.25,0.384,18,0.26,2,5e-4,13.9,1.4,0.05,0.081,0.16,0.025,0.24,0.2,0.03,3,0.05,0.5,3,0.7,108,2.6,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,0.5,416,1.66,2.62,20.8,0.93,8.5,98.93,0.07,1,Arena,0.05,3.71,15.42,48.35,8.55,0.81,20.87,2.24,2.00 mm - N° 010 (ASTM),1.06,1.39,3.8,0.5,90.8,0.5,0.14,15,0.005,0.25,15.8,4.85,5.6,6.28,327,2.2,0.7,2.8,1.37,30.2,0.8,0.055,3.9,2.84,0.05,0.1,2.45,0.3,0.03,0.4,7.45,6.8,18.1,0.05,0.17,206,30,1.59,9.43,0.05,15.1,0.25,0.182,28.2,0.34,2.2,5e-4,16,3,0.05,0.037,0.07,0.025,0.18,0.5,0.004,4.3,0.1,0.5,2,0.6,33.2,2.5,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,2,485,1.44,2.75,27.9,1.85,8.5,81.46,17.54,1,Arenoso franco,8.39,58.02,1.52,0.005,0.005,0.005,0.005,7,0.063 mm - N° 230 (ASTM),1.05,4.27,15.6,0.5,441,0.8,0.25,13,0.15,0.52,25.1,8.94,8.7,19.5,175,1.6,0.6,3.6,1.6,36.7,0.4,0.041,2.5,2.88,0.05,0.1,2.7,0.3,0.1,0.4,6.44,11.4,10.8,0.1,0.23,434,40,1.48,11.4,0.1,16.3,0.25,0.174,16.2,0.38,3.1,5e-4,20.7,2.3,0.05,0.059,0.16,0.025,0.11,0.3,0.016,5.1,0.1,0.7,15,0.2,86.2,3,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,2,485,1.44,2.75,27.9,1.85,8.5,81.46,17.54,1,Arenoso franco,8.39,58.02,1.52,0.005,0.005,0.005,0.005,7,0.125 mm - N° 120 (ASTM),1.13,4.57,14.1,0.5,183,0.8,0.19,13,0.16,0.62,17.8,8.1,7.6,14.7,290,1.2,0.5,3.2,2.29,45.7,0.4,0.034,1.9,3.58,0.05,0.1,2.18,0.2,0.1,0.4,5.14,8,11.6,0.05,0.22,397,30,1.51,8.11,0.05,15.1,0.25,0.149,16.1,0.42,2.2,5e-4,22.5,1.8,0.05,0.085,0.19,0.025,0.07,0.2,0.023,3.4,0.1,0.5,10,0.05,98.6,2.8,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,4,3610,1.24,2.57,30.8,3.63,8.1,20.95,76.05,3,Franco limoso,31.63,25.83,0.57,0.34,0.005,0.005,0.005,41.63,0.032 mm - N° 450 (ASTM),1.95,4.28,13.2,0.5,271,1.3,0.29,23,0.2,0.67,26.3,12.4,10.6,31.5,126,1.7,0.6,4.6,2.32,44.7,0.5,0.038,2.7,5.57,0.05,0.1,2.85,0.3,0.07,0.5,6.7,12.2,20.9,0.1,0.38,431,70,1.28,12.1,0.05,18.6,0.25,0.116,23.8,0.7,3.3,5e-4,37.7,2.4,0.05,0.088,0.29,0.025,0.07,0.3,0.013,5.9,0.1,0.8,28,0.05,109,3.8,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,4,3610,1.24,2.57,30.8,3.63,8.1,20.95,76.05,3,Franco limoso,31.63,25.83,0.57,0.34,0.005,0.005,0.005,41.63,0.063 mm - N° 230 (ASTM),1.85,4.62,14,0.5,207,1.2,0.3,21,0.25,0.69,20.3,11.9,10.1,55.1,190,1.4,0.5,4.3,4.23,49.7,0.4,0.032,2.1,5.61,0.05,0.1,2.65,0.2,0.07,0.4,5.43,9.2,19.3,0.05,0.38,427,60,1.56,9.36,0.05,18.3,0.25,0.11,25.2,0.68,2.5,5e-4,37.7,2,0.05,0.104,0.32,0.025,0.05,0.3,0.023,4.6,0.1,0.7,25,0.05,109,4,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,5,1295,1.41,2.57,26.5,2.05,8.4,76.77,22.23,1,Arenoso franco,14.67,60.25,13.6,0.005,0.005,0.005,0.005,11.48,0.032 mm - N° 450 (ASTM),1.91,4.12,15,0.5,453,1.2,0.34,24,0.15,0.56,51,9.94,10.6,19.6,226,2.3,0.8,4.8,2.13,44.6,0.6,0.044,3.8,5.82,0.05,0.2,3.26,0.4,0.08,0.6,9.08,25.1,17.6,0.1,0.34,423,30,1.64,21.6,0.05,21.3,0.25,0.117,17.4,0.71,6.1,5e-4,37.7,3.7,0.05,0.092,0.26,0.025,0.02,0.5,0.031,10.4,0.1,1.1,26,0.05,79.8,7.3,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,5,1295,1.41,2.57,26.5,2.05,8.4,76.77,22.23,1,Arenoso franco,14.67,60.25,13.6,0.005,0.005,0.005,0.005,11.48,0.063 mm - N° 230 (ASTM),1.15,3.81,13.6,0.5,276,0.9,0.23,15,0.16,0.56,21.1,7.51,8.2,15.8,155,1.3,0.5,3.4,1.53,39.1,0.4,0.034,2.1,4.02,0.05,0.1,2.32,0.2,0.09,0.4,5.47,9.7,11.7,0.05,0.22,371,20,0.98,9.46,0.05,14.6,0.25,0.112,14.3,0.43,2.5,5e-4,23.3,2,0.05,0.068,0.19,0.025,0.05,0.3,0.016,4.5,0.1,0.6,17,0.05,76.8,3,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,5,1295,1.41,2.57,26.5,2.05,8.4,76.77,22.23,1,Arenoso franco,14.67,60.25,13.6,0.005,0.005,0.005,0.005,11.48,0.125 mm - N° 120 (ASTM),1.63,4.49,15.6,0.5,212,1,0.24,19,0.2,0.69,22.5,6.89,7.9,16.1,450,1.3,0.5,3.6,2.78,63.1,0.4,0.034,1.9,5.03,0.05,0.1,2.27,0.2,0.14,0.4,5.38,10.5,15.7,0.05,0.37,373,90,3.34,10.1,0.2,19.1,0.25,0.358,19.8,0.59,2.7,5e-4,32.4,1.9,0.05,0.137,0.4,0.025,0.62,0.2,0.056,4,0.1,0.7,14,0.4,103,4.2,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,2.5,1245,1.47,2.82,21.2,1.53,8.2,88.65,10.35,1,Arena,4.87,36.94,42.67,9.67,0.005,0.005,0.005,5.85,0.063 mm - N° 230 (ASTM),1.08,4.62,16.8,0.5,393,0.8,0.26,13,0.19,0.48,27,4.71,7.8,17,255,1.5,0.6,3.1,2.18,36.7,0.4,0.037,2.3,3.25,0.05,0.1,2.39,0.2,0.12,0.4,5.81,12.7,10.8,0.05,0.21,364,70,1.74,12,0.1,15.7,0.25,0.228,17.3,0.39,3.2,5e-4,20.5,2.3,0.05,0.064,0.2,0.025,0.28,0.3,0.023,5.2,0.1,0.7,12,0.1,73.7,3.5,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,2016-11-16,10:55,November 2016,DE - CTN,Pilcomayo,"19° 7' 44.8""","65° 34' 24.5""",0.672,2.647,2.5,1245,1.47,2.82,21.2,1.53,8.2,88.65,10.35,1,Arena,4.87,36.94,42.67,9.67,0.005,0.005,0.005,5.85,0.125 mm - N° 120 (ASTM),0.96,4.44,14.2,0.5,147,0.7,0.21,11,0.17,0.54,16.9,3.91,6.8,15.6,278,1.1,0.4,2.8,1.94,42.8,0.3,0.032,1.7,3.11,0.05,0.1,1.93,0.2,0.12,0.3,4.65,7.7,9.9,0.05,9.21,345,60,1.94,7.81,0.1,14.6,0.25,0.191,16.5,0.32,2.1,5e-4,17.6,1.6,0.05,0.081,0.2,0.025,0.14,0.2,0.022,3.2,0.1,0.5,6,0.2,73.2,2.8,-19.129111,-65.573472,sed_2016_clean.xlsx,NA,NA,NA
Tarapaya,2016-11-15,15:50,November 2016,DE - CTN,Tarapaya,"19° 28' 18.4""","65° 47' 39.7""",0.271,0.126,0,200,1.34,2.65,27.8,3.2,7.8,82.17,16.83,1,Arenoso franco,4.69,69.29,18.76,0.005,0.005,0.005,0.005,7.26,0.063 mm - N° 230 (ASTM),2.72,40.3,271,0.5,46.8,1.3,2.89,25,9.5,1.23,40.5,12.4,10.3,116,99,2.4,0.9,5.2,27.9,96.9,0.7,0.099,3.6,8.99,0.05,0.2,3.65,0.4,2.76,0.6,9.72,18.3,25.8,0.1,0.77,345,300,1.72,20.4,0.4,16.3,7.8,3.68,158,0.85,5.3,5e-4,48.6,4,0.1,0.183,0.93,0.025,0.1,0.4,0.088,6.5,0.1,1.4,49,1.1,2000,8.6,-19.471778,-65.794361,sed_2016_clean.xlsx,NA,NA,NA
Tarapaya,2016-11-15,15:50,November 2016,DE - CTN,Tarapaya,"19° 28' 18.4""","65° 47' 39.7""",0.271,0.126,0,200,1.34,2.65,27.8,3.2,7.8,82.17,16.83,1,Arenoso franco,4.69,69.29,18.76,0.005,0.005,0.005,0.005,7.26,0.125 mm - N° 120 (ASTM),3.04,35.8,192,0.5,330,1.5,2.02,29,7.73,1.12,51.6,12.1,10.4,107,207,2.3,0.9,6.5,23.5,128,0.8,0.081,3.7,10.8,0.05,0.2,3.71,0.4,2.64,0.7,9.41,25.2,28,0.1,0.88,392,380,2.27,23.6,0.7,17.8,0.25,3.4,176,1.13,6.4,5e-4,66.6,4.2,0.05,0.306,0.93,0.025,0.05,0.4,0.136,9.4,0.1,1.7,53,0.6,1670,8.2,-19.471778,-65.794361,sed_2016_clean.xlsx,NA,NA,NA
Tarapaya,2016-11-15,15:50,November 2016,DE - CTN,Tarapaya,"19° 28' 18.4""","65° 47' 39.7""",0.271,0.126,1,829,1.34,2.78,29.3,3.2,7.8,82.66,16.34,1,Arenoso franco,6.26,29.65,37.57,16.63,0.005,0.005,0.005,9.89,0.063 mm - N° 230 (ASTM),2.43,35.5,228,0.5,53.8,1.3,2.77,26,8.23,1.62,48.9,14,9.6,102,155,2.4,0.9,4.5,27.3,105,0.7,0.092,4,8.18,0.05,0.1,3.3,0.4,2.2,0.6,9.62,23.2,26.9,0.1,0.7,336,280,1.6,23.2,0.3,16.1,4,3.86,136,0.79,6.3,5e-4,45.6,4.5,0.05,0.16,0.78,0.025,0.07,0.5,0.077,8,0.1,1.3,42,1.5,1740,6.9,-19.471778,-65.794361,sed_2016_clean.xlsx,NA,NA,NA
Tarapaya,2016-11-15,15:50,November 2016,DE - CTN,Tarapaya,"19° 28' 18.4""","65° 47' 39.7""",0.271,0.126,1,829,1.34,2.78,29.3,3.2,7.8,82.66,16.34,1,Arenoso franco,6.26,29.65,37.57,16.63,0.005,0.005,0.005,9.89,0.125 mm - N° 120 (ASTM),2.89,31.2,170,0.5,238,1.4,1.74,27,8.73,1.24,43.1,13.7,9.6,95.9,137,2.2,0.9,5.2,17.4,119,0.7,0.085,3.5,9.06,0.05,0.3,3.12,0.4,1.9,0.6,8.96,20.4,26.3,0.1,0.78,334,150,1.81,20.6,0.3,16.3,1.5,2.75,126,0.91,5.4,5e-4,52.8,3.9,0.05,0.241,0.81,0.025,0.05,0.4,0.091,7.6,0.1,1.4,46,0.8,1710,10.2,-19.471778,-65.794361,sed_2016_clean.xlsx,NA,NA,NA
Tarapaya,2016-11-15,15:50,November 2016,DE - CTN,Tarapaya,"19° 28' 18.4""","65° 47' 39.7""",0.271,0.126,1,829,1.34,2.78,29.3,3.2,7.8,82.66,16.34,1,Arenoso franco,6.26,29.65,37.57,16.63,0.005,0.005,0.005,9.89,0.250 mm - N° 060 (ASTM),3.16,25.4,147,0.5,331,1.5,1.37,29,7.56,1.12,54.1,13.1,9.8,100,184,2.1,0.8,6.1,19,123,0.7,0.073,3.7,10.2,0.05,0.3,3.37,0.4,1.41,0.6,8.24,26.9,27.5,0.1,0.91,357,240,2.64,24.4,0.5,15.9,0.25,1.9,113,1.13,6.8,5e-4,66.2,4.2,0.05,0.313,0.93,0.025,0.58,0.4,0.132,10.2,0.1,1.7,54,0.4,1500,9.9,-19.471778,-65.794361,sed_2016_clean.xlsx,NA,NA,NA
Colavi - Canutillos,2016-11-15,11:25,November 2016,DE - CTN,Colavi,"19° 19' 16.8""","65° 33' 6.9""",0.456,0.021,0,241,1.91,2.7,15.6,1.9,7.6,90.14,8.86,1,Arena,1.79,8.87,12.93,12.77,8.47,52.35,0.005,2.82,1.00 mm - N° 018 (ASTM),1.6,1.77,17.6,0.5,139,1.1,0.27,18,0.24,0.27,16.3,14.7,7.9,30.3,145,1.3,0.5,3.2,1.74,19.7,0.4,0.034,2.3,4.47,0.05,0.1,2.85,0.2,0.12,0.3,4.76,7.2,15.7,0.05,0.4,503,60,1.52,7.85,0.05,18.1,0.25,0.492,15.3,0.69,2,5e-4,36.4,1.8,0.05,0.036,0.23,0.025,0.25,0.3,0.005,4.2,0.1,0.7,20,0.05,113,3,-19.321333,-65.551917,sed_2016_clean.xlsx,NA,NA,NA
Colavi - Canutillos,2016-11-15,11:25,November 2016,DE - CTN,Colavi,"19° 19' 16.8""","65° 33' 6.9""",0.456,0.021,1,378,1.88,2.63,19.1,1.92,7.5,89.03,9.97,1,Arena,2.53,12.63,16.87,13.81,50.63,0.005,0.005,3.53,0.125 mm - N° 120 (ASTM),1.3,5.91,26.6,0.5,302,0.9,0.72,20,0.39,0.25,13.6,9.39,7.5,54.1,332,0.9,0.4,2.5,4.62,27.7,0.3,0.022,1.5,4.31,0.05,0.1,2.84,0.2,0.4,0.3,3.6,6.2,8.8,0.05,0.24,707,50,1.91,6,0.05,16.1,0.25,0.461,23,0.57,1.6,5e-4,31.1,1.3,0.1,0.044,0.26,0.025,0.14,0.2,0.008,3,0.05,0.6,9,0.05,159,3.3,-19.321333,-65.551917,sed_2016_clean.xlsx,NA,NA,NA
Colavi - Canutillos,2016-11-15,11:25,November 2016,DE - CTN,Colavi,"19° 19' 16.8""","65° 33' 6.9""",0.456,0.021,1,378,1.88,2.63,19.1,1.92,7.5,89.03,9.97,1,Arena,2.53,12.63,16.87,13.81,50.63,0.005,0.005,3.53,0.250 mm - N° 060 (ASTM),1.56,4.67,17.3,0.5,250,1,0.48,21,0.27,0.25,14.5,11.1,8.7,54.7,410,1,0.4,3.1,5.14,23,0.3,0.026,1.5,4.88,0.05,0.1,3.23,0.2,0.34,0.3,3.9,6.6,11.1,0.05,0.29,727,60,2.54,6.34,0.05,20.8,0.25,0.339,20.6,0.72,1.7,5e-4,37.4,1.4,0.1,0.039,0.27,0.025,0.1,0.2,0.008,3.4,0.1,0.7,11,0.05,131,4.3,-19.321333,-65.551917,sed_2016_clean.xlsx,NA,NA,NA
Colavi - Canutillos,2016-11-15,11:25,November 2016,DE - CTN,Colavi,"19° 19' 16.8""","65° 33' 6.9""",0.456,0.021,1,378,1.88,2.63,19.1,1.92,7.5,89.03,9.97,1,Arena,2.53,12.63,16.87,13.81,50.63,0.005,0.005,3.53,0.500 mm - N° 035 (ASTM),1.88,6.45,7,0.5,168,1.4,0.25,21,0.16,0.55,15.6,17,10.6,30,119,1.3,0.5,4,1.73,19.7,0.4,0.038,2,5.64,0.05,0.2,3.73,0.2,0.29,0.3,4.76,7,20.4,0.05,0.64,847,20,1.29,7.41,0.05,22.3,0.25,0.254,13.3,0.86,1.9,5e-4,44.8,1.8,0.05,0.035,0.29,0.025,0.08,0.3,0.012,4.3,0.1,0.8,31,0.05,104,5.7,-19.321333,-65.551917,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0,2220,1.47,2.83,27.9,0.75,8.3,48.25,48.75,3,Franco arenoso,31.18,41.3,5.33,0.1,0.09,NA,NA,22,0.032 mm - N° 450 (ASTM),1.86,0.75,8.3,0.5,189,1.2,0.26,10,0.005,0.39,23.6,2.26,11.6,18.1,130,1.8,0.7,3.9,1.11,25.2,0.5,0.045,2.7,3.1,0.05,0.1,3.02,0.3,0.03,0.7,5.06,10.4,24.6,0.1,0.47,401,40,1.29,16.8,0.1,25.3,0.25,0.094,15.7,0.6,3,5e-4,19,2.7,0.05,0.071,0.22,0.025,0.16,0.3,0.008,8,0.1,0.7,21,0.2,71.4,2,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0,2220,1.47,2.83,27.9,0.75,8.3,48.25,48.75,3,Franco arenoso,31.18,41.3,5.33,0.1,0.09,NA,NA,22,0.063 mm - N° 230 (ASTM),1.57,0.88,13.2,0.5,166,1,0.22,9,0.03,0.38,20.7,1.91,10,15.1,207,1.6,0.7,3.3,0.95,24.3,0.5,0.041,2.3,2.57,0.05,0.1,2.8,0.3,0.03,0.6,4.55,9.1,20.9,0.1,0.42,346,30,2.07,14.9,0.1,23.4,0.25,0.163,14.3,0.5,2.6,5e-4,16.1,2.5,0.05,0.069,0.18,0.025,0.25,0.3,0.014,6.3,0.1,0.7,17,0.5,61.4,2.4,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0,2220,1.47,2.83,27.9,0.75,8.3,48.25,48.75,3,Franco arenoso,31.18,41.3,5.33,0.1,0.09,NA,NA,22,0.125 mm - N° 120 (ASTM),1.1,0.84,4.6,0.5,100,0.7,0.18,8,0.02,0.34,14.8,1.51,7.9,11.8,360,1.3,0.5,2.3,1.08,22.4,0.4,0.037,1.8,2.03,0.05,0.1,2.2,0.2,0.02,0.4,3.58,6.4,16.4,0.05,0.28,270,40,1.88,11.2,0.4,23.3,0.25,0.094,12,0.34,2,5e-4,12,1.8,0.05,0.068,0.15,0.025,0.18,0.3,0.021,5.3,0.1,0.5,12,0.9,47.4,1.8,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0.5,961,1.44,2.84,23.1,1.02,8,39.82,58.18,2,Franco limoso,29.23,44.65,2.9,0.05,0.02,NA,NA,23.16,0.032 mm - N° 450 (ASTM),1.64,0.77,6,0.5,189,1.1,0.27,10,0.02,0.4,26.9,2.15,10.8,17.6,120,1.9,0.8,3.6,1.02,23.3,0.5,0.047,2.9,2.9,0.05,0.1,3.01,0.3,0.03,0.6,5.16,11.9,22.8,0.1,0.45,401,80,0.99,19,0.2,25.1,0.25,0.09,15.6,0.56,3.3,5e-4,17.6,3,0.05,0.066,0.21,0.025,0.28,0.4,0.008,8.3,0.1,0.8,19,0.2,69,1.7,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0.5,961,1.44,2.84,23.1,1.02,8,39.82,58.18,2,Franco limoso,29.23,44.65,2.9,0.05,0.02,NA,NA,23.16,0.063 mm - N° 230 (ASTM),1.63,0.7,6,0.5,146,1.2,0.23,9,0.005,0.38,18.9,2.01,10.9,15.6,149,1.6,0.6,3.5,0.95,22.9,0.4,0.041,2.3,2.95,0.05,0.05,2.83,0.3,0.03,0.6,4.44,8.2,23.1,0.1,0.46,378,70,1.19,13.8,0.1,25,0.25,0.113,14.9,0.54,2.4,5e-4,17.4,2.3,0.05,0.063,0.2,0.025,0.45,0.3,0.01,6,0.1,0.6,18,0.4,64.1,1.2,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,0.5,961,1.44,2.84,23.1,1.02,8,39.82,58.18,2,Franco limoso,29.23,44.65,2.9,0.05,0.02,NA,NA,23.16,0.125 mm - N° 120 (ASTM),1.65,0.77,5.8,0.5,152,1.1,0.23,13,0.11,0.46,14.9,2.49,11.2,16.8,289,1.5,0.6,3.9,1.63,29.9,0.4,0.036,2.1,3.19,0.05,0.1,2.64,0.3,0.03,0.5,4.43,6.3,24.6,0.1,0.53,418,110,2.3,11.4,0.9,28.5,0.25,0.227,14.9,0.61,1.9,5e-4,21.3,2.1,0.05,0.093,0.28,0.025,0.73,0.3,0.037,4.8,0.1,0.7,18,0.7,65.4,2.2,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
Puente Aruma - Automática,2016-09-01,8:00,September 2016,DE - CTN,Pilcomayo,"20° 54' 49,86""","64° 6' 37.68""",0.284,21.594,1.2,3890,1.39,2.66,26.2,1.4,7.6,41.93,56.07,2,Franco limoso,24.49,46.99,3.71,0.3,0.29,NA,NA,24.23,0.032 mm - N° 450 (ASTM),1.63,0.82,5.9,0.5,249,1.1,0.26,10,0.07,0.39,31.9,2.18,11.3,17.7,156,2.1,0.8,3.8,0.99,26.3,0.6,0.05,3.3,2.78,0.05,0.1,3.12,0.3,0.03,0.7,5.69,14.3,22.4,0.1,0.45,376,30,1.12,22.3,0.1,26.1,0.25,0.064,15.9,0.57,4,5e-4,17.8,3.6,0.05,0.071,0.2,0.025,0.16,0.4,0.011,9.8,0.1,0.9,20,0.3,72.4,1.8,-20.913611,-64.110467,sed_2016_clean.xlsx,NA,NA,NA
